UserTags,TimeStamps,Tweets,Replies,Retweets,Likes
"Black Lives Matter
@Blklivesmatter
·
Jul 13, 2023",2023-07-13T14:16:43.000Z,"Our minds were blown and so were the folks on the street in NYC.

#DefundThePoliceWeek #BLM10Year",3,,7
"Black Lives Matter
@Blklivesmatter
·
Jul 11, 2023",2023-07-11T17:49:23.000Z,"Here are a few things to consider when you hear #DefundThePolice:

#DefundThePolice means moving from a system of violence to one of care -- one that centers the advancement and well-being of our communities",15,26,58
"Black Lives Matter
@Blklivesmatter
·
Jul 11, 2023",2023-07-11T17:49:38.000Z,"Remember, divestment leads to investment. Once we defund the police, we can make structural change in our communities  through initiatives…",7,1,18
"Black Lives Matter
@Blklivesmatter
·
Jul 11, 2023",2023-07-11T17:49:38.000Z,"like hiring more teachers and well-trained counselors, implementing restorative and mental health services, addressing food and housing insecurity, and more! ",6,1,22
"Black Lives Matter
@Blklivesmatter
·
Jul 11, 2023",2023-07-11T17:38:47.000Z,"Remember, divestment leads to investment. Once we defund the police, we can make structural change in our communities through initiatives…",1,2,9
"Black Lives Matter
@Blklivesmatter
·
Jul 11, 2023",2023-07-11T17:38:47.000Z,"like hiring more teachers and well-trained counselors, implementing restorative and mental health services, addressing food and housing insecurity, and more!",2,3,9
"Black Lives Matter
@Blklivesmatter
·
Jul 11, 2023",2023-07-11T00:30:02.000Z,"Reform has failed us time and time again. Now it’s time to Defund The Police and Invest In Our Communities! 

We are commemorating 10 years of BLM with a full week of action.   Defund the Police Week is about centering true justice, joy, and humanity over criminalization.",24,22,103
"Black Lives Matter
@Blklivesmatter
·
Jul 11, 2023",2023-07-11T17:38:47.000Z,"like hiring more teachers and well-trained counselors, implementing restorative and mental health services, addressing food and housing insecurity, and more!",2,3,9
"Black Lives Matter
@Blklivesmatter
·
Jul 11, 2023",2023-07-11T00:30:02.000Z,"Reform has failed us time and time again. Now it’s time to Defund The Police and Invest In Our Communities! 

We are commemorating 10 years of BLM with a full week of action.   Defund the Police Week is about centering true justice, joy, and humanity over criminalization.",24,22,103
"Black Lives Matter
@Blklivesmatter
·
Jul 11, 2023",2023-07-11T00:30:03.000Z,This week we are doing more than merely celebrating 10 years as a movement – we are taking action toward reaching our goal of Black liberation and showcasing what Black Lives Matter means…,3,5,26
"Black Lives Matter
@Blklivesmatter
·
Jul 11, 2023",2023-07-11T00:30:04.000Z,"by challenging the current crime and public safety narrative and push Congress and local elected officials to support critical legislation. 

JOIN US ",4,4,21
"Hannah Riley
@hannahcrileyy
·
Jul 7, 2023",2023-07-07T02:06:58.000Z,"we've broken the record for hottest day recorded on earth twice this week and atlanta wants to raze a forest -- natural air conditioning, among so many other things -- to build a playground for cops",34,2.9K,11K
"Black Lives Matter
@Blklivesmatter
·
Jul 10, 2023",2023-07-10T18:19:03.000Z,#NewProfilePic,21,28,129
"Cori Bush
@CoriBush
·
Jul 4, 2023",2023-07-04T15:08:49.000Z,"The Declaration of Independence was written by enslavers and didn’t recognize Black people as human.

Today is a great day to demand Reparations Now ",38K,5.5K,18K
"More Perfect Union
@MorePerfectUS
·
Jun 30, 2023",2023-06-30T17:33:33.000Z,"A billionaire paid for two years of private school for a child raised by Clarence Thomas.

But today Justice Thomas ruled that everyone else's children shouldn't get their debt relieved.",28,573,2.1K
"Black Lives Matter
@Blklivesmatter
·
Jul 1, 2023",2023-06-30T22:27:55.000Z,Exactly.,26,19,139
"Prison Policy Init.
@PrisonPolicy
·
Jun 30, 2023",2023-06-30T18:54:40.000Z,"As many as 250,000 incarcerated people owe student loan debt, 
@NCLC4consumers
 found last year. The debt accrues while they're locked up. And because prisons & jails profit off of phone calls, email and mail, communicating with loan servicing companies is ""exorbitantly expensive.""",8,62,118
"Black Lives Matter
@Blklivesmatter
·
Jul 1, 2023",2023-06-30T22:26:37.000Z,"Black people are the only people who have student debt higher than their median annual income. This is the direct result of institutionalized racism that goes way beyond student loans. 

It’s time to cancel ALL student debt.",53,35,154
"Whitney Hu 胡安行
@whitney_hu
·
Jun 30, 2023",2023-06-30T18:21:25.000Z,"for everyone who kept wringing their hands about the word defund, let it be known that the nypd is seeing another 17% increase in their budget this year while our safety nets, schools, & communities remain defunded",22,1K,3.4K
"Black Lives Matter
@Blklivesmatter
·
Jul 1, 2023",2023-06-30T22:24:38.000Z,"On average, Black people have nearly $53,000 in student loan debt four years after graduation—almost twice as much as their white counterparts.

Student debt IS a racial justice issue. 

#CancelStudentDebt",35,40,154
"Black Lives Matter
@Blklivesmatter
·
Jun 30, 2023",2023-06-30T18:05:43.000Z,#CancelStudentDebt,24,31,124
"Black Lives Matter
@Blklivesmatter
·
Jun 30, 2023",2023-06-29T21:19:51.000Z,"We are calling for an end to this deeply unfortunate moment in our history. The lawsuit by Melina Abdullah and Black Lives Matter Grassroots, their smear campaign, their name calling, and the dehumanization our organization and its board members have been subjected to has caused",22,12,74
"Black Lives Matter
@Blklivesmatter
·
Jun 30, 2023",2023-06-29T21:19:53.000Z,There’s still so much work to be done. Nobody’s free until everybody’s free.,21,20,49
"Black Lives Matter
@Blklivesmatter
·
Jun 29, 2023",2023-06-29T19:38:12.000Z,"To all of the First Gen, low income, young Black scholars that are waking up to this news: please know that your unique experiences and identities add immense value to your campus. You deserve to be in these classrooms.",23,95,369
"Kimberlé Crenshaw
@sandylocks
·
Jun 29, 2023",2023-06-29T14:49:41.000Z,Today's decisions from the Supreme Court on Affirmative Action represent a significant setback for Civil Rights in the U.S. and are a cornerstone of the conservative movement's coordinated effort to roll back access to opportunity for systemically marginalized Americans.,207,2.3K,4.5K
"Black Lives Matter
@Blklivesmatter
·
Jun 29, 2023",2023-06-29T01:11:52.000Z,We’ve released a statement regarding the lawsuit filed by Melina Abdullah and BLM Grassroots that was dismissed today by a judge in Los Angeles Superior Court.,5,4,23
"Black Lives Matter
@Blklivesmatter
·
Jun 29, 2023",2023-06-29T01:05:18.000Z,"BREAKING NEWS: 

Today, a judge dismissed the meritless and verifiably false lawsuit that was filed by Melina Abdullah and BLM Grassroots against our organization. The truth has prevailed. 

We’ve released the following public letter:",9,13,63
"Sean Keenan
@ThatSeanKeenan
·
Jun 27, 2023",2023-06-27T15:50:34.000Z,"Georgia Gov. Brian Kemp's ancestor, John B. Lewis, enslaved 56 people",22,112,240
"Sean Keenan
@ThatSeanKeenan
·
Jun 27, 2023",2023-06-27T15:47:06.000Z,".
@Reuters
 found that 118 of America's most influential leaders have a slaveholding ancestor. Explore information about their forebears and the people they enslaved:",44,400,464
"Black Lives Matter
@Blklivesmatter
·
Jun 27, 2023",2023-06-27T19:11:41.000Z,"We  
@haymarketbooks",6,5,30
"Urban Youth Collaborative (UYC)
@UYC_YouthPower
·
Jun 27, 2023",2023-06-27T13:00:41.000Z,"The math ain't mathin' on the FY24 budget. Instead of spending $50M on vacant school cop positions, we should be investing that $ in mental health and restorative justice. Care, not cops, is what actually makes our schools safe.",4,29,72
"Dyjuan Tatro
@DyjuanTatro
·
Jun 25, 2023",2023-06-25T14:39:22.000Z,Tamir Rice would have been 21 years old today. But a cop killed him at 12 for playing with a toy gun in country where police treat mass shooters to Burger King after politely arresting them or standby while kids are killed in their classrooms with real guns. #BlackLivesMatter,25,677,2.1K
"Black Lives Matter
@Blklivesmatter
·
Jun 24, 2023",2023-06-23T21:03:39.000Z,"Don’t let anything or anyone disturb your joy! 

Sound off in the comments about something that brings you joy ",16,14,57
"Black Lives Matter
@Blklivesmatter
·
Jun 21, 2023",2023-06-21T20:34:38.000Z,"Our board member D’Zhane Parker isn’t new to this, she’s true to this! Her activism work began at a very young age when she started organizing on campaigns that had to do with change in the community.",11,4,35
"Black Lives Matter
@Blklivesmatter
·
Jun 21, 2023",2023-06-21T20:34:40.000Z,She is devoted to end police brutality and mass incarceration and her vision for abolition is to build communities of care where people are able to thrive and heal through their trauma.,13,,19
"Black Lives Matter
@Blklivesmatter
·
Jun 21, 2023",2023-06-21T20:34:40.000Z,Her work with BLMGNF will ensure that this vision can become a reality in order to achieve total Black liberation.,5,,12
"Black Lives Matter
@Blklivesmatter
·
Jun 20, 2023",2023-06-20T18:21:38.000Z,"This month we are joining 
@iamanimmigrant
 in celebrating the 10th annual #ImmigrantHeritageMonth

This country has been built, protected, and expanded on the backs of immigrants since its inception -- Black immigrants included. (1/4)",20,19,75
"Black Lives Matter
@Blklivesmatter
·
Jun 20, 2023",2023-06-20T18:21:41.000Z,"By neglecting Black immigrants' experiences, contributions, and challenges, America fails to fully acknowledge the broader tapestry of immigrant stories that shape our country. (3/4)",6,4,29
"Black Lives Matter
@Blklivesmatter
·
Jun 20, 2023",2023-06-20T18:21:43.000Z,It's time to reimagine a BOLD future for Black immigrants in America -- one that leads toward total liberation. (4/4),5,2,19
"Black Lives Matter
@Blklivesmatter
·
Jun 19, 2023",2023-06-19T16:43:06.000Z,"It's Juneteenth! 

Let's make this Juneteenth a powerful and uplifting celebration of Black excellence, as we always do! It's time to raise our voices and celebrate the beauty, strength, and resilience of Black people!",33,50,179
"Black Lives Matter
@Blklivesmatter
·
Jun 19, 2023",2023-06-19T16:43:07.000Z,"This Juneteenth, BLMGNF is reflecting on Black Joy & Reparations – we are grateful for our ancestors who fought for their freedom, in pursuit of liberation and lives of joy.",8,1,28
"Black Lives Matter
@Blklivesmatter
·
Jun 19, 2023",2023-06-19T16:43:07.000Z,"In this pivotal historic moment, let’s continue to actively build spaces of Black freedom, spaces where our families and friends can live and learn and grow into all of their infinite possibilities. This is an act of progress. Our vision for all of our people is sustained by our",5,2,23
"Black Lives Matter
@Blklivesmatter
·
Jun 16, 2023",2023-06-16T20:29:00.000Z,A better headline for this survey is “A majority of white Americans still don’t believe that Black lives matter.”,773,166,182
"Black Lives Matter
@Blklivesmatter
·
Jun 16, 2023",2023-06-16T20:29:02.000Z,"But we’ve never held our breath to see if white people will support our liberation. Historically, white racial resentment towards civil and human rights for Black folks has been sustained and profound.",35,10,32
"Black Lives Matter
@Blklivesmatter
·
Jun 16, 2023",2023-06-16T20:29:02.000Z,"If we had to wait for white people to support our movement for justice, we’d still be picking cotton on a plantation.",92,19,41
"Black Lives Matter
@Blklivesmatter
·
Jun 16, 2023",2023-06-16T14:07:17.000Z,"Black women in the United States experience unacceptably poor maternal health outcomes, including disproportionately high rates of death related to pregnancy or childbirth. Let’s dive even further: 

(1/6)",23,43,123
"Black Lives Matter
@Blklivesmatter
·
Jun 16, 2023",2023-06-16T14:07:18.000Z,"And did you know: Black women are often the breadwinners of their families, which means Black women are the backbones of our communities. We cannot fail our Black families. It's time to permanently close ALL gaps.

 (5/6)",9,8,40
"Black Lives Matter
@Blklivesmatter
·
Jun 16, 2023",2023-06-16T14:07:19.000Z,"Tori was failed. Black mamas throughout America are being failed. It’s time to fight back against the Black Maternal Health crisis. 

(6/6)",8,5,36
"Black Lives Matter
@Blklivesmatter
·
Jun 16, 2023",2023-06-16T14:07:18.000Z,"3. Did you know: Only 87 percent of Black women of reproductive age have health insurance and many more experience gaps in coverage during their lives; (3/6)

Did you know: Nearly 3 in 10 charges of pregnancy discrimination (28.6%) were filed by Black women from 2011-2015;

(4/6)",3,1,16
"Black Lives Matter
@Blklivesmatter
·
Jun 15, 2023",2023-06-14T23:19:44.000Z,Aaron’s story is exactly why we created the Student Solidarity Fund. The funds he received paid for several months of loan repayment and relieved some of the financial burdens that come with student loan debt.,17,9,34
"Interrupting Criminalization
@interruptcrim
·
Jun 14, 2023",2023-06-14T13:42:00.000Z,"You cannot reform this. 

This is why, as 
@prisonculture
 and 
@dreanyc123
 have said time and time again, and as they wrote in #NoMorePolice (http://bit.ly/NoMorePolice): ""The demand to defund is just the basement floor, abolition is the sky we are reaching for.""",7,40,65
"AFRICAN & BLACK HISTORY
@AfricanArchives
·
Jun 13, 2023",2023-06-13T18:34:00.000Z,"The Black Panther Party first & most notable community program was the Free Breakfast for Children Program. 

The program began in January 1969 because poverty forced families to send their children to school hungry.

—By the end of 1969, the Black Panthers were serving full free",179,6.9K,23K
"Black Lives Matter
@Blklivesmatter
·
Jun 13, 2023",2023-06-13T15:29:32.000Z,"Juneteenth has and will always represent our freedom, our liberation, our past, and our future. But we continue grappling with the tension between celebrating freedom and justice and the struggle to permanently secure both. (1/4)",31,50,169
"Legal Defense Fund
@NAACP_LDF
·
Jun 6, 2023",2023-06-06T00:02:36.000Z,"""LDF urges the council to vote no on funding this militarized police training facility and instead make investments that are necessary to create true public safety.

Invest in affordable housing.

Invest in affordable health care.

Invest in economic security.""",6,104,207
"Black Lives Matter
@Blklivesmatter
·
Jun 6, 2023",2023-06-05T21:06:50.000Z,"We are building an institution to fight white supremacy and reach Black liberation. Every dollar we spend is in order to reach that goal. 

We will rise. We are rising. We are building trust. And we are here to stay. ",18,10,37
"Black Lives Matter
@Blklivesmatter
·
Jun 6, 2023",2023-06-05T21:06:52.000Z,Read more about our recent tax filing here: https://blm.link/3VsW77s?r=lp,2,3,13
"Black Lives Matter
@Blklivesmatter
·
Jun 5, 2023",2023-06-05T20:46:32.000Z,"Here's a fun fact: It's World Environment Day! 

Here's a not-so-fun fact: Africa is home to 15% of the world's population, and yet, 6 of the top 8 countries most affected by climate change are in Africa – with deforestation, loss of biodiversity, and droughts running rampant.",6,14,47
"Black Lives Matter
@Blklivesmatter
·
Jun 5, 2023",2023-06-05T20:46:33.000Z,Our communities are being hit and the government doesn't seem to care. So as always – we keep us safe. The time is now to step into helping replenish our communities and the earth – before we permanently have to deal with a new norm.,1,1,19
"Black Lives Matter
@Blklivesmatter
·
Jun 5, 2023",2023-06-05T20:46:33.000Z,"This is a part of the long-term fight for ensuring Black communities no longer remain the hardest hit by climate-related disasters!

Our people deserve it – so please, chip in to help us gather resources to help fuel our climate-related efforts. https://tinyurl.com/9zcrwc53",4,4,18
"Cori Bush
@CoriBush
·
Jun 5, 2023",2023-06-05T15:14:31.000Z,"Both Breonna Taylor and Tyre Nichols should be with their families today, celebrating their 30th birthdays. 

Police brutality took that away from them. 

We won’t forget either of you. Rest In Power.",452,2.5K,9.8K
"Student Debt Crisis Center (SDCC)
@DebtCrisisOrg
·
Jun 5, 2023",2023-06-04T23:25:26.000Z, Economists are warning that restarting federal student loan payments will harm the economy ,163,230,707
"Be A King
@BerniceKing
·
Jun 5, 2023",2023-06-05T12:52:30.000Z,30. You should be celebrating 30 years of living today. #BreonnaTaylor ,122,4.4K,14K
"Black Lives Matter
@Blklivesmatter
·
Jun 2, 2023",2023-06-02T03:28:07.000Z,"You may have heard that we are “at risk for bankruptcy.” Well, that is a blatant lie started by the right-wing. We’re not facing bankruptcy and we are not in debt.",62,25,111
"Black Lives Matter
@Blklivesmatter
·
Jun 2, 2023",2023-06-02T03:28:07.000Z,"That’s why we just demanded 
@foxnews
, 
@newsweek
 and 
@thelasentinel
 publish a retraction of their reporting, and cease and desist from any further defamatory reporting.",10,6,43
"Black Lives Matter
@Blklivesmatter
·
Jun 2, 2023",2023-06-02T03:28:08.000Z,"Spreading lies is not journalism. It is misinformation, a reckless disregard of the truth, and usually, racist. 

We are fighting back because we know power concedes nothing without a demand.",20,9,69
"Black Lives Matter
@Blklivesmatter
·
Jun 2, 2023",2023-06-02T00:23:45.000Z,"Let’s hear it for the beauty of Pride and all of our LGBTQ+ Fam! 

As we celebrate the beauty of Pride this month and beyond, we can’t forget the history of the fight and all the work we’ve still got to do.",19,59,206
"philip lewis
@Phil_Lewis_
·
May 31, 2023",2023-05-31T17:41:20.000Z,"Viola Ford Fletcher, the oldest living survivor of the Tulsa race massacre, has released her memoir ""Don't Let Them Bury My Story” 

Today marks 102 years since a white mob burned down Tulsa’s Black Wall Street 
https://fox23.com/news/local/oldest-living-survivor-of-the-tulsa-race-massacre-releases-memoir/article_8df602d6-ff31-11ed-a0da-c764569a2336.html…",123,8.2K,22K
"The CROWN Act
@thecrownact
·
May 31, 2023",2023-05-31T00:08:06.000Z,"Texas officially passed The CROWN Act and became the 22nd state to end race-based hair discrimination.  The signing of the CROWN Act in Texas is a major win!
 
Thank you to the many people who have worked so hard on this entire CROWN movement.
 
#PassTheCROWN #Dove #TheCROWNAct",14,217,603
"Black Lives Matter
@Blklivesmatter
·
May 31, 2023",2023-05-31T16:14:13.000Z,"Congress is on the verge of endorsing a debt ceiling agreement that includes harmful provisions for Black people. It is not the deal that Black people deserve, despite what you hear from both Democrats and Republicans.",15,22,50
"Black Lives Matter
@Blklivesmatter
·
May 31, 2023",2023-05-31T16:18:15.000Z,-Fast tracking pipelines and dirty fossil fuel projects = fast tracking Black people’s demise. We already know that climate change has harsher impacts on our most vulnerable communities.,4,1,21
"Black Lives Matter
@Blklivesmatter
·
May 31, 2023",2023-05-31T16:18:15.000Z,"Winners in the deal: Joe Manchin, Big Oil, wealthy people, and the militarized police state.

Losers in the deal: EVERYONE struggling to survive in AmeriKKKa. 

Black people deserve better.",9,1,19
"Black Lives Matter
@Blklivesmatter
·
May 31, 2023",2023-05-31T16:18:14.000Z,"-ALL Student debt should be abolished. With this agreement, student debt repayments will re-start very soon and POTUS gives up his ability to pause payments in the future. Black graduates and their families will continue to be disproportionately impacted.",3,3,10
"Black Lives Matter
@Blklivesmatter
·
May 20, 2023",2023-05-19T21:17:00.000Z,"Today we celebrate the life and legacy of one of the most influential leaders in Black history, Malcolm X.",153,102,492
"Black Lives Matter
@Blklivesmatter
·
May 20, 2023",2023-05-19T21:17:01.000Z,"Malcolm X will always be remembered for his fierce commitment to liberating Black people from bigotry, hate, and white supremacy by any means necessary.",39,9,75
"Black Lives Matter
@Blklivesmatter
·
May 20, 2023",2023-05-19T21:17:02.000Z,Malcolm X’s legacy is integrated into all of BLM’s efforts. We will continue to embody all of the work he’s done to fully achieve the liberation of ALL Black people.,32,7,60
"Black Lives Matter
@Blklivesmatter
·
May 16, 2023",2023-05-16T13:32:01.000Z,"TODAY'S THE DAY!! Don't leave any money just sitting on the table -- get your applications in before 11:59 pm EST today!!

 https://blmfund.zendesk.com/hc/en-us/requests/new…",52,9,28
"Black Lives Matter
@Blklivesmatter
·
May 12, 2023",2023-05-12T19:58:05.000Z,"The priority deadline for Phase 2 of the Student Solidarity Fund is on 3 DAYS AWAY! Have you gotten your application in yet??

 https://blmfund.zendesk.com/hc/en-us/requests/new…",25,3,17
"ColorOfChange
@ColorOfChange
·
May 8, 2023",2023-05-08T16:24:06.000Z,"Happy Birthday to Ahmaud Arbery, who would have been 29 today!

Affectionately known as ""Maud,"" with the big, easy smile. His life will always remind us of why we do what we do here at COC. We will continue to fight for a more safe and just world for all Black people. ",10,142,532
"Black Lives Matter
@Blklivesmatter
·
May 5, 2023",2023-05-05T13:22:05.000Z,"This is Jordan Neely. He was a performer. He was a human being. His life mattered and what he needed was care, not vigilantes needlessly taking matters into their own hands.",144,160,691
"NAACP
@NAACP
·
May 3, 2023",2023-05-03T17:40:01.000Z,"The latest example of inhumane vigilante justice is a complete travesty. Jordan Neely was restrained for 15 minutes, which resulted in the loss of his life, as onlookers watched and recorded.

Those involved should be held accountable.",66,98,194
"Black Lives Matter
@Blklivesmatter
·
May 3, 2023",2023-05-03T19:22:48.000Z,This month is Mental Health Awareness month so let’s talk about mental health within the Black community with a little game of did you know!,13,21,57
"Black Lives Matter
@Blklivesmatter
·
May 3, 2023",2023-05-02T21:47:11.000Z,Today is National Teacher Day! Black teachers and educators play a pivotal role in molding and nurturing the lives of their students — particularly Black students.,7,16,80
"Black Lives Matter
@Blklivesmatter
·
May 3, 2023",2023-05-02T21:47:12.000Z,We all remember a teacher who had a big impact on our education and our lives as children. Drop the stories and memories of the great a black teachers who’ve impacted you life below! ,3,3,15
"Black Lives Matter
@Blklivesmatter
·
Apr 28, 2023",2023-04-28T18:25:38.000Z,"You’ve got questions and we’ve got answers!! 

Don’t forget to get your applications in for Phase 2 of the Student Solidarity Fund before the May 15 priority deadline!!",14,7,16
"Black Lives Matter
@Blklivesmatter
·
Apr 28, 2023",2023-04-28T18:25:41.000Z,https://blmfund.zendesk.com/hc/en-us,8,2,6
"Black Lives Matter
@Blklivesmatter
·
Apr 18, 2023",2023-04-18T20:52:05.000Z,"BLMGNF Board Member D'Zhané Parker recently visited Stephon's House, a safe place in Sacramento made possible by Stevante Clark, brother of #StephonClark who was unjustly gunned down by police in 2018.",13,2,35
"Black Lives Matter
@Blklivesmatter
·
Apr 18, 2023",2023-04-18T20:52:06.000Z,"Stevante is keeping his brothers name and legacy alive through the Stephon House and the 
@iamsacfdn
. We stand with him as he continues to seek accountability for the death of his brother and the countless others whose lives have been stolen by state sanctioned violence.",,3,18
"Black Lives Matter
@Blklivesmatter
·
Apr 18, 2023",2023-04-18T19:17:19.000Z,"On April 19th, Congress will take a vote to overturn the will of DC residents -- and we need your help to stop it. 

This resolution is another in a long line of attacks on democracy in Washington, D.C. -- which is made up of predominantly Black and brown people.",10,11,50
"Black Lives Matter
@Blklivesmatter
·
Apr 18, 2023",2023-04-18T19:17:20.000Z,"DC residents pay federal taxes and comply with all the other democratic duties, yet they are deprived of not only any voting representation in Congress, but also of control over their own local governance.",2,5,28
"Black Lives Matter
@Blklivesmatter
·
Apr 18, 2023",2023-04-18T19:17:21.000Z,"With this vote, Congress would yet again micromanage the affairs of D.C. and relegate the 700,000 residents of D.C. without a single vote representing the people of D.C. 

Please take a moment to write your representatives TODAY and urge them to vote no! 

https://tinyurl.com/3dscdr52",3,7,26
"Black Lives Matter
@Blklivesmatter
·
Apr 18, 2023",2023-04-18T15:09:38.000Z,"Ending off Black Maternal Health Week with a little ‘Did You Know?’

With a deep history of abuse and neglect by our medical system, it’s no wonder our communities often feel deterred from seeking medical attention. (1/2)",12,26,65
"Black Lives Matter
@Blklivesmatter
·
Apr 18, 2023",2023-04-18T15:09:40.000Z,"That's why it’s on us to push the medical community to take accountability for its history of medical racism and to ensure our communities have access to the resources they need to live a healthy, thriving life. (2/2) #blackmaternalhealthweek",2,11,31
"Black Lives Matter
@Blklivesmatter
·
Apr 18, 2023",2023-04-17T21:35:49.000Z,"16-year old Ralph Yarl should be in class today. He should be counting down the days until summer break like any other 16-year old — but instead, he’s just been released from a Kansas City hospital after fighting for his life… (1/3)",13,113,618
"Black Lives Matter
@Blklivesmatter
·
Apr 18, 2023",2023-04-17T21:35:50.000Z,"all because a white vigilante shot Ralph TWICE at point blank range for *accidentally* ringing the doorbell of the wrong home.
(2/3)",9,19,197
"Black Lives Matter
@Blklivesmatter
·
Apr 18, 2023",2023-04-17T21:35:50.000Z,"Black boys deserve to grow old! Even though Ralph has been released from the hospital he has a long road of recovery ahead. If you can, please donate to his family’s GoFundMe. >>> https://gofundme.com/f/nf36y-cover-medical-expenses…",18,76,289
"Black Lives Matter
@Blklivesmatter
·
Apr 18, 2023",2023-04-17T21:18:29.000Z,"Jayland Walker should be here. His life mattered to his family and to his community. 

We continue to support the efforts of the Walker family to find accountability and transparency for the extrajudicial murder of their loved one. #JusticeforJayland",16,48,182
"Michele Rayner (She/They/Tired)
@micheleforfl
·
Apr 17, 2023",2023-04-17T11:59:03.000Z,"Good morning y’all. 

Ralph Yarl. A 16 year old Black baby boy was shot because he went to the wrong door (as he attempted to pick up his siblings). He was shot in the head and again as he bled out on the ground. 

His shooter- a white man- is free. 

So many things I can say but",448,8.6K,31K
"Black Lives Matter
@Blklivesmatter
·
Apr 14, 2023",2023-04-14T19:59:04.000Z,"Phase 2 of the BLMGNF Student Solidarity Fund is finally here! 

This phase of the fund is dedicated to currently enrolled HBCU students, where they will have a chance to apply for a $750 scholarship to be used for anything they might need!",4,6,18
"Black Lives Matter
@Blklivesmatter
·
Apr 14, 2023",2023-04-14T19:59:05.000Z," Mark your calendars and even set an alarm because the application for phase 2 will be opening this upcoming Monday, April 17th @ 12:00 pm EST / 9:00 am PST. Check the link in our bio for more application info!",1,3,7
"Black Lives Matter
@Blklivesmatter
·
Apr 14, 2023",2023-04-14T14:08:15.000Z,"Getting insurance coverage for doula services can be challenging, as not all insurance companies cover these services. However, here are some steps you can take to try to get your insurance company to cover doula services, one being writing a letter to your insurance provider.",4,14,42
"Black Lives Matter
@Blklivesmatter
·
Apr 14, 2023",2023-04-14T14:08:16.000Z,"Getting insurance coverage for doula services may take some effort and persistence, but it is worth pursuing if you believe that a doula can help you have a positive birth experience.

#BlackMaternalHealthWeek",2,2,13
"Black Lives Matter
@Blklivesmatter
·
Apr 14, 2023",2023-04-14T14:07:05.000Z,"“My HBCU experience at 
@morehouse1867
 inspired me to always double down on community. 

Through my partnership with 
@blklivesmatter
, we’ll be promoting opportunities for HBCU students to receive financial support through our Student Solidarity Fund!” 

(1/3)",1,8,28
"Black Lives Matter
@Blklivesmatter
·
Apr 14, 2023",2023-04-14T14:07:06.000Z,"“The dope thing about this program is that the funds can be used however the student sees fit. Our team is dedicated to empowering the next generation of leaders coming from HBCUs.”

(2/3)",2,2,11
"Black Lives Matter
@Blklivesmatter
·
Apr 14, 2023",2023-04-14T14:07:06.000Z,"“Next Tuesday, I’ll be back on campus sharing more about my experience as the keynote speaker for the inaugural Dream Makers Summit. For more information on the scholarships and what we are building check out the link in my bio! ”

- BLMGNF HBCU Ambassador 
@benne_nc
 

(3/3)",2,2,11
"Black Mamas Matter Alliance
@BlkMamasMatter
·
Apr 11, 2023",2023-04-11T13:30:15.000Z,"On Monday, 4/10, the 
@WhiteHouse
 released an official proclamation for #BMHW23! As the founders of #BMHW, BMMA is thrilled to have the support of 
@POTUS
, 
@VP
 & 
@WhiteHouse
 for the 3rd year in a row. Visit http://ow.ly/gubL50NFSVa to read more.",,106,166
"Black Lives Matter
@Blklivesmatter
·
Apr 11, 2023",2023-04-11T20:38:35.000Z,"Black Lives Matter Global Network Foundation is proud to highlight the next generation of Black thought leaders through or HBCU Ambassador Program!

This is only the beginning!",11,12,48
"Black Lives Matter
@Blklivesmatter
·
Apr 11, 2023",2023-04-10T22:56:56.000Z,"This is an awesome opportunity! Send it to the writers, scholars, and organizers in your life!",5,10,21
"philip lewis
@Phil_Lewis_
·
Apr 11, 2023",2023-04-10T21:45:10.000Z,Tennessee state Rep. Justin Jones is reinstated in an unanimous vote by the Metro Nashville Council,144,2.7K,10K
"Black Lives Matter
@Blklivesmatter
·
Apr 10, 2023",2023-04-10T17:53:08.000Z,We are excited to officially announce this dope collaboration and partnership: BLMGNFxHBCU Ambassadors! (1/3),1,5,26
"Black Lives Matter
@Blklivesmatter
·
Apr 8, 2023",2023-04-08T16:51:06.000Z,"The right to choose our representatives and peaceful protest has been denied to Black folk repeatedly throughout history. What's happening right now in TN is history repeating itself -- it's egregious and extremely anti-democratic.

The racism and white supremacy is real loud!",28,68,270
"philip lewis
@Phil_Lewis_
·
Apr 6, 2023",2023-04-06T19:19:05.000Z,"Wow: Tennessee state Rep. Justin Jones, one of the Dems that the GOP is trying to expel from state legislature to protesting gun violence, calls out his colleagues on the floor

‘For years, one of your colleagues, an admitted child molester, sat in this chamber – no expulsion’",1.8K,43K,139K
"Black Lives Matter
@Blklivesmatter
·
Apr 6, 2023",2023-04-05T21:13:34.000Z,"It’s Earth Month, so let’s get into it:

Environmental racism is the systematic, disproportionate exposure of Black communities and people to environmental hazards and the most severe impacts of the climate crisis.",23,64,195
"Black Lives Matter
@Blklivesmatter
·
Apr 6, 2023",2023-04-05T21:15:42.000Z,"From communities in Flint, still fighting for proper settlement money after having their water poisoned for months to Cancer Alley, an area in Louisiana that has 25 of the most at-risk communities in the nation to be exposed to toxic gas emitted from industrial facilities --",1,8,61
"Black and Pink National
@BLACKandPINKorg
·
Mar 31, 2023",2023-03-31T14:20:13.000Z,On this day of #TDOV2023 let’s remember our Trans family who may not be able to be so visible. Being visible is a privilege. Let’s continue to fight for all those in this community.,6,111,328
